item_id,statement_guid,property_id,wikidata_value,meta_wikidata_value,external_value,external_url,type
Q1529069,Q1529069$C093B2A2-F4D5-4194-9E38-2DD2327BC284,P571,1977,Q1985727,1976,https://musicbrainz.org/artist/66d2169c-dea5-46d3-b4cb-52ed87b24ab0,statement
Q1537062,Q1537062$986F70F0-8C8E-4A8F-B67A-37F6D55A4203,P571,2005,Q1985727,2006,https://musicbrainz.org/artist/0f211bfc-8c69-4cb7-9165-acbe4353cb0a,statement
Q1542958,Q1542958$7AF84BB4-29B2-439D-8D87-C6B4CE6342FD,P571,1989,Q1985727,1988,https://musicbrainz.org/artist/8434409e-baa9-4e12-b4aa-566a91c7d7cf,statement
Q1543686,Q1543686$b10ff870-4167-b704-34ff-4981076d3e21,P571,1989,Q1985727,1991,https://musicbrainz.org/artist/49c4378b-3c36-4c5a-8999-8d936e74f39b,statement
Q15528436,Q15528436$C78D0A5B-E0EC-4791-BBE9-F651A90A0184,P571,1997-01-01,Q1985727,1998-08-01,https://musicbrainz.org/artist/5ae2fdbd-d252-4f12-9734-aea2bf816f80,statement
Q15531265,Q15531265$7836f8a4-48d3-07c3-c314-6ce5dcb6a524,P571,2007,Q1985727,2008,https://musicbrainz.org/artist/356437a0-d066-4478-a9c6-78265eaaae5a,statement
Q1558436,Q1558436$0C52C13B-6DB7-4AA1-AF0F-3EE95750860F,P571,1998,Q1985727,1999,https://musicbrainz.org/artist/3c015ec3-bfcf-4300-885d-816bc42341c4,statement
Q1564341,Q1564341$359C3B2E-42B5-43AF-8B1E-30B74FB5CE6E,P571,1978,Q1985727,1979,https://musicbrainz.org/artist/e1219f90-2de7-470e-b938-562c99097e2a,statement
Q15647593,Q15647593$207C9692-5FDA-4BC5-8879-A36F6C00CF33,P571,2008,Q1985727,2009,https://musicbrainz.org/artist/d22d6f87-bd3e-4567-8032-31223e9437d1,statement
Q1565745,Q1565745$50452BE6-6A99-4268-8D74-5BC077EA6434,P571,1975,Q1985727,1974,https://musicbrainz.org/artist/1eb30e7e-e374-4de7-8d13-ae5855ae6df8,statement
Q1574260,Q1574260$0662950A-3A8F-4B2B-BDEC-427DA8E61483,P571,2009,Q1985727,2007,https://musicbrainz.org/artist/7ed81856-9396-480e-8fe0-4ba609c6e3b7,statement
Q15850496,Q15850496$ACD59B22-7C56-419E-AC61-1E5AE7F137BB,P571,2011,Q1985727,2007,https://musicbrainz.org/artist/1e9b65c0-cbb7-46ba-b328-6a82f4a6c0db,statement
Q15862,Q15862$BE340D0E-0906-43BD-8D33-4D2752026A3C,P571,1970-01-01,Q1985727,1970-06-27,https://musicbrainz.org/artist/0383dadf-2a4e-4d10-a46a-e9e041da8eb3,statement
Q1592608,Q1592608$A771B440-4C94-4178-AA09-E0D7B87799D1,P571,1990,Q1985727,1993,https://musicbrainz.org/artist/0d7c88f3-6583-42c7-a967-162c2e4086af,statement
Q16005,Q16005$0E8BACD1-9DC6-4D6F-801B-D3A3ED5EB13E,P571,1975,Q1985727,1974,https://musicbrainz.org/artist/e3cb4543-210f-499a-b0d1-3882c312dfb9,statement
Q1602602,Q1602602$27BBAC88-6AE8-4ECE-8CF7-09EE92C59FEA,P571,2008,Q1985727,1982,https://musicbrainz.org/artist/63bb8425-ba71-41db-83e5-70a3c27084b4,statement
Q160754,Q160754$2283165D-D11B-4F70-866D-FCCDC565F61A,P571,1989,Q1985727,1990,https://musicbrainz.org/artist/03859c2c-40e7-4c00-bcda-7be9a5248917,statement
Q1624910,Q1624910$207d4da6-4150-406b-77f2-11e71cfb6775,P571,1984-01-01,Q1985727,1960-03-03,https://musicbrainz.org/artist/55e832a7-7bfc-4ca9-befe-5bba4c312470,statement
Q1625310,Q1625310$C84E47B1-668C-4BDE-BDBF-76D880409D20,P571,1995,Q1985727,1996,https://musicbrainz.org/artist/4bbcb617-3158-4220-8525-d82430f59be2,statement
Q1627359,Q1627359$9100EEE2-8E2F-49BB-B227-B07052F49C58,P571,1991,Q1985727,1990,https://musicbrainz.org/artist/e5f2a453-68b5-48b0-85c4-9ec317dee0b0,statement
Q1631669,Q1631669$0D8AC28F-0893-4634-B2EC-44E415CFE876,P571,1979-01-01,Q1985727,1951-02-14,https://musicbrainz.org/artist/4ece6d7b-3c73-4148-9f26-7989a0ce9935,statement
Q1632762,Q1632762$26419FE5-1B76-41D0-BF84-11EA2397EE36,P571,1977,Q1985727,1978,https://musicbrainz.org/artist/a2588b38-6532-4186-b0c8-9aff306d56f5,statement
Q1633685,Q1633685$A2911C73-1F96-48C3-8005-D3897F452B56,P571,2001,Q1985727,2002,https://musicbrainz.org/artist/2c7dcadf-60cd-4e5b-8147-a352fd3408c7,statement
